vector,bit_lsb,bit_msb,width,wrapper_field,struct_name,signal,type_name
po,552,561,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[17],reg10_t
po,562,571,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[18],reg10_t
po,572,581,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[19],reg10_t
po,582,591,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[20],reg10_t
po,592,601,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[21],reg10_t
po,602,611,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[22],reg10_t
po,612,621,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[23],reg10_t
po,622,631,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[24],reg10_t
po,632,641,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[25],reg10_t
po,642,651,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[26],reg10_t
po,652,661,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[27],reg10_t
po,662,671,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[28],reg10_t
po,672,681,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[29],reg10_t
po,682,691,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[30],reg10_t
po,692,701,10,reg_write,TLB_regs_t,reg_write.entry_vpn1[31],reg10_t
po,702,711,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[0],reg10_t
po,712,721,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[1],reg10_t
po,722,731,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[2],reg10_t
po,732,741,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[3],reg10_t
po,742,751,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[4],reg10_t
po,752,761,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[5],reg10_t
po,762,771,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[6],reg10_t
po,772,781,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[7],reg10_t
po,782,791,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[8],reg10_t
po,792,801,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[9],reg10_t
po,802,811,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[10],reg10_t
po,812,821,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[11],reg10_t
po,822,831,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[12],reg10_t
po,832,841,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[13],reg10_t
po,842,851,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[14],reg10_t
po,852,861,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[15],reg10_t
po,862,871,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[16],reg10_t
po,872,881,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[17],reg10_t
po,882,891,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[18],reg10_t
po,892,901,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[19],reg10_t
po,902,911,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[20],reg10_t
po,912,921,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[21],reg10_t
po,922,931,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[22],reg10_t
po,932,941,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[23],reg10_t
po,942,951,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[24],reg10_t
po,952,961,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[25],reg10_t
po,962,971,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[26],reg10_t
po,972,981,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[27],reg10_t
po,982,991,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[28],reg10_t
po,992,1001,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[29],reg10_t
po,1002,1011,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[30],reg10_t
po,1012,1021,10,reg_write,TLB_regs_t,reg_write.entry_vpn0[31],reg10_t
po,1022,1033,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[0],reg12_t
po,1034,1045,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[1],reg12_t
po,1046,1057,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[2],reg12_t
po,1058,1069,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[3],reg12_t
po,1070,1081,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[4],reg12_t
po,1082,1093,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[5],reg12_t
po,1094,1105,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[6],reg12_t
po,1106,1117,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[7],reg12_t
po,1118,1129,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[8],reg12_t
po,1130,1141,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[9],reg12_t
po,1142,1153,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[10],reg12_t
po,1154,1165,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[11],reg12_t
po,1166,1177,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[12],reg12_t
po,1178,1189,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[13],reg12_t
po,1190,1201,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[14],reg12_t
po,1202,1213,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[15],reg12_t
po,1214,1225,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[16],reg12_t
po,1226,1237,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[17],reg12_t
po,1238,1249,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[18],reg12_t
po,1250,1261,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[19],reg12_t
po,1262,1273,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[20],reg12_t
po,1274,1285,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[21],reg12_t
po,1286,1297,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[22],reg12_t
po,1298,1309,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[23],reg12_t
po,1310,1321,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[24],reg12_t
po,1322,1333,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[25],reg12_t
po,1334,1345,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[26],reg12_t
po,1346,1357,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[27],reg12_t
po,1358,1369,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[28],reg12_t
po,1370,1381,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[29],reg12_t
po,1382,1393,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[30],reg12_t
po,1394,1405,12,reg_write,TLB_regs_t,reg_write.entry_ppn1[31],reg12_t
po,1406,1415,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[0],reg10_t
po,1416,1425,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[1],reg10_t
po,1426,1435,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[2],reg10_t
po,1436,1445,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[3],reg10_t
po,1446,1455,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[4],reg10_t
po,1456,1465,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[5],reg10_t
po,1466,1475,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[6],reg10_t
po,1476,1485,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[7],reg10_t
po,1486,1495,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[8],reg10_t
po,1496,1505,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[9],reg10_t
po,1506,1515,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[10],reg10_t
po,1516,1525,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[11],reg10_t
po,1526,1535,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[12],reg10_t
po,1536,1545,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[13],reg10_t
po,1546,1555,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[14],reg10_t
po,1556,1565,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[15],reg10_t
po,1566,1575,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[16],reg10_t
po,1576,1585,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[17],reg10_t
po,1586,1595,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[18],reg10_t
po,1596,1605,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[19],reg10_t
po,1606,1615,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[20],reg10_t
po,1616,1625,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[21],reg10_t
po,1626,1635,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[22],reg10_t
po,1636,1645,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[23],reg10_t
po,1646,1655,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[24],reg10_t
po,1656,1665,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[25],reg10_t
po,1666,1675,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[26],reg10_t
po,1676,1685,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[27],reg10_t
po,1686,1695,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[28],reg10_t
po,1696,1705,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[29],reg10_t
po,1706,1715,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[30],reg10_t
po,1716,1725,10,reg_write,TLB_regs_t,reg_write.entry_ppn0[31],reg10_t
po,1726,1734,9,reg_write,TLB_regs_t,reg_write.entry_asid[0],reg9_t
po,1735,1743,9,reg_write,TLB_regs_t,reg_write.entry_asid[1],reg9_t
po,1744,1752,9,reg_write,TLB_regs_t,reg_write.entry_asid[2],reg9_t
po,1753,1761,9,reg_write,TLB_regs_t,reg_write.entry_asid[3],reg9_t
po,1762,1770,9,reg_write,TLB_regs_t,reg_write.entry_asid[4],reg9_t
po,1771,1779,9,reg_write,TLB_regs_t,reg_write.entry_asid[5],reg9_t
po,1780,1788,9,reg_write,TLB_regs_t,reg_write.entry_asid[6],reg9_t
po,1789,1797,9,reg_write,TLB_regs_t,reg_write.entry_asid[7],reg9_t
po,1798,1806,9,reg_write,TLB_regs_t,reg_write.entry_asid[8],reg9_t
po,1807,1815,9,reg_write,TLB_regs_t,reg_write.entry_asid[9],reg9_t
po,1816,1824,9,reg_write,TLB_regs_t,reg_write.entry_asid[10],reg9_t
po,1825,1833,9,reg_write,TLB_regs_t,reg_write.entry_asid[11],reg9_t
po,1834,1842,9,reg_write,TLB_regs_t,reg_write.entry_asid[12],reg9_t
po,1843,1851,9,reg_write,TLB_regs_t,reg_write.entry_asid[13],reg9_t
po,1852,1860,9,reg_write,TLB_regs_t,reg_write.entry_asid[14],reg9_t
po,1861,1869,9,reg_write,TLB_regs_t,reg_write.entry_asid[15],reg9_t
po,1870,1878,9,reg_write,TLB_regs_t,reg_write.entry_asid[16],reg9_t
po,1879,1887,9,reg_write,TLB_regs_t,reg_write.entry_asid[17],reg9_t
po,1888,1896,9,reg_write,TLB_regs_t,reg_write.entry_asid[18],reg9_t
po,1897,1905,9,reg_write,TLB_regs_t,reg_write.entry_asid[19],reg9_t
po,1906,1914,9,reg_write,TLB_regs_t,reg_write.entry_asid[20],reg9_t
po,1915,1923,9,reg_write,TLB_regs_t,reg_write.entry_asid[21],reg9_t
po,1924,1932,9,reg_write,TLB_regs_t,reg_write.entry_asid[22],reg9_t
po,1933,1941,9,reg_write,TLB_regs_t,reg_write.entry_asid[23],reg9_t
po,1942,1950,9,reg_write,TLB_regs_t,reg_write.entry_asid[24],reg9_t
po,1951,1959,9,reg_write,TLB_regs_t,reg_write.entry_asid[25],reg9_t
po,1960,1968,9,reg_write,TLB_regs_t,reg_write.entry_asid[26],reg9_t
po,1969,1977,9,reg_write,TLB_regs_t,reg_write.entry_asid[27],reg9_t
po,1978,1986,9,reg_write,TLB_regs_t,reg_write.entry_asid[28],reg9_t
po,1987,1995,9,reg_write,TLB_regs_t,reg_write.entry_asid[29],reg9_t
po,1996,2004,9,reg_write,TLB_regs_t,reg_write.entry_asid[30],reg9_t
po,2005,2013,9,reg_write,TLB_regs_t,reg_write.entry_asid[31],reg9_t
po,2014,2014,1,reg_write,TLB_regs_t,reg_write.entry_megapage[0],reg1_t
po,2015,2015,1,reg_write,TLB_regs_t,reg_write.entry_megapage[1],reg1_t
po,2016,2016,1,reg_write,TLB_regs_t,reg_write.entry_megapage[2],reg1_t
po,2017,2017,1,reg_write,TLB_regs_t,reg_write.entry_megapage[3],reg1_t
po,2018,2018,1,reg_write,TLB_regs_t,reg_write.entry_megapage[4],reg1_t
po,2019,2019,1,reg_write,TLB_regs_t,reg_write.entry_megapage[5],reg1_t
po,2020,2020,1,reg_write,TLB_regs_t,reg_write.entry_megapage[6],reg1_t
po,2021,2021,1,reg_write,TLB_regs_t,reg_write.entry_megapage[7],reg1_t
po,2022,2022,1,reg_write,TLB_regs_t,reg_write.entry_megapage[8],reg1_t
po,2023,2023,1,reg_write,TLB_regs_t,reg_write.entry_megapage[9],reg1_t
po,2024,2024,1,reg_write,TLB_regs_t,reg_write.entry_megapage[10],reg1_t
po,2025,2025,1,reg_write,TLB_regs_t,reg_write.entry_megapage[11],reg1_t
po,2026,2026,1,reg_write,TLB_regs_t,reg_write.entry_megapage[12],reg1_t
po,2027,2027,1,reg_write,TLB_regs_t,reg_write.entry_megapage[13],reg1_t
po,2028,2028,1,reg_write,TLB_regs_t,reg_write.entry_megapage[14],reg1_t
po,2029,2029,1,reg_write,TLB_regs_t,reg_write.entry_megapage[15],reg1_t
po,2030,2030,1,reg_write,TLB_regs_t,reg_write.entry_megapage[16],reg1_t
po,2031,2031,1,reg_write,TLB_regs_t,reg_write.entry_megapage[17],reg1_t
po,2032,2032,1,reg_write,TLB_regs_t,reg_write.entry_megapage[18],reg1_t
po,2033,2033,1,reg_write,TLB_regs_t,reg_write.entry_megapage[19],reg1_t
po,2034,2034,1,reg_write,TLB_regs_t,reg_write.entry_megapage[20],reg1_t
po,2035,2035,1,reg_write,TLB_regs_t,reg_write.entry_megapage[21],reg1_t
po,2036,2036,1,reg_write,TLB_regs_t,reg_write.entry_megapage[22],reg1_t
po,2037,2037,1,reg_write,TLB_regs_t,reg_write.entry_megapage[23],reg1_t
po,2038,2038,1,reg_write,TLB_regs_t,reg_write.entry_megapage[24],reg1_t
po,2039,2039,1,reg_write,TLB_regs_t,reg_write.entry_megapage[25],reg1_t
po,2040,2040,1,reg_write,TLB_regs_t,reg_write.entry_megapage[26],reg1_t
po,2041,2041,1,reg_write,TLB_regs_t,reg_write.entry_megapage[27],reg1_t
po,2042,2042,1,reg_write,TLB_regs_t,reg_write.entry_megapage[28],reg1_t
po,2043,2043,1,reg_write,TLB_regs_t,reg_write.entry_megapage[29],reg1_t
po,2044,2044,1,reg_write,TLB_regs_t,reg_write.entry_megapage[30],reg1_t
po,2045,2045,1,reg_write,TLB_regs_t,reg_write.entry_megapage[31],reg1_t
po,2046,2046,1,reg_write,TLB_regs_t,reg_write.entry_dirty[0],reg1_t
po,2047,2047,1,reg_write,TLB_regs_t,reg_write.entry_dirty[1],reg1_t
po,2048,2048,1,reg_write,TLB_regs_t,reg_write.entry_dirty[2],reg1_t
po,2049,2049,1,reg_write,TLB_regs_t,reg_write.entry_dirty[3],reg1_t
po,2050,2050,1,reg_write,TLB_regs_t,reg_write.entry_dirty[4],reg1_t
po,2051,2051,1,reg_write,TLB_regs_t,reg_write.entry_dirty[5],reg1_t
po,2052,2052,1,reg_write,TLB_regs_t,reg_write.entry_dirty[6],reg1_t
po,2053,2053,1,reg_write,TLB_regs_t,reg_write.entry_dirty[7],reg1_t
po,2054,2054,1,reg_write,TLB_regs_t,reg_write.entry_dirty[8],reg1_t
po,2055,2055,1,reg_write,TLB_regs_t,reg_write.entry_dirty[9],reg1_t
